scenario,question,attr1,attr2,attr3,attr4,attr5,attr1_min,attr2_min,attr3_min,attr4_min,attr5_min,attr1_max,attr2_max,attr3_max,attr4_max,attr5_max
bath_mat,Imagine you are a bicycle frame builder. Which bath mat would you prefer?,water_absorption,cushion_thickness,mat_length,mat_width,drying_time,200.0,10.0,20.0,16.0,2.0,800.0,30.0,60.0,36.0,12.0
doorbell,Imagine you are a train conductor. Which video doorbell would you prefer?,video_resolution,field_of_view,battery_life,night_vision_range,motion_detection_range,720.0,120.0,2.0,10.0,5.0,2160.0,180.0,12.0,30.0,30.0
notebook,Imagine you are Don Draper. Which notebook would you prefer?,page_count,paper_thickness,page_width,page_height,line_spacing,50.0,60.0,4.0,6.0,5.0,500.0,120.0,11.0,14.0,10.0
energy_drink,Imagine you are Beetlejuice. Which energy drink would you prefer?,caffeine_content,sugar_content,vitamin_b12,serving_size,calories,80.0,0.0,0.0,8.0,0.0,300.0,50.0,500.0,24.0,240.0
foam_roller,Imagine you are Zooey Glass. Which foam roller would you prefer?,roller_length,foam_density,surface_texture_depth,diameter,compression_resistance,12.0,2.0,0.0,4.0,1.0,36.0,6.0,10.0,8.0,10.0
butcher_block,Imagine you are Yoda. Which butcher block countertop would you prefer?,thickness,hardness_rating,width,length,grain_pattern_density,1.0,850.0,24.0,48.0,4.0,4.0,2500.0,48.0,96.0,16.0
razor,Imagine you are Nina Simone. Which electric razor would you prefer?,battery_life,charging_time,noise_level,waterproof_depth,cutting_elements,30.0,30.0,40.0,0.0,3.0,120.0,180.0,80.0,5.0,8.0
parrot,Imagine you are a museum curator. Which pet parrot would you prefer?,life_expectancy,vocabulary_size,noise_level,intelligence_rating,required_attention,15.0,0.0,60.0,20.0,2.0,80.0,2000.0,120.0,60.0,12.0
debit_card,Imagine you are Jack Torrance. Which debit card would you prefer?,atm_fee_reimbursement,foreign_transaction_fee,daily_withdrawal_limit,cash_back_rate,number_of_partner_atms,0.0,0.0,300.0,0.0,1000.0,50.0,3.0,3000.0,2.0,50000.0
blackhead_remover,Imagine you are Neil deGrasse Tyson. Which blackhead remover would you prefer?,suction_levels,battery_life,tip_varieties,display_screen_size,charging_time,3.0,45.0,3.0,0.5,1.0,10.0,180.0,8.0,2.0,4.0
smartphone,Imagine you are Al-Khazini. Which smartphone would you prefer?,screen_size,battery_capacity,storage_capacity,camera_resolution,screen_refresh_rate,5.5,2500.0,64.0,12.0,60.0,7.0,5000.0,512.0,108.0,120.0
highlighter,Imagine you are Louis Armstrong. Which highlighter would you prefer?,ink_opacity,tip_width,bleed_through_resistance,ink_capacity,smear_resistance,60.0,1.0,1.0,4.0,1.0,100.0,5.0,10.0,24.0,10.0
travel_umbrella,Imagine you are Pythagoras. Which travel umbrella would you prefer?,folded_length,canopy_diameter,weight,wind_resistance,opening_speed,6.0,32.0,6.0,20.0,0.5,14.0,48.0,16.0,50.0,3.0
mouthguard,Imagine you are Ferris Bueller. Which sports mouthguard would you prefer?,thickness,breathability_rating,comfort_rating,shock_absorption,durability_rating,3.0,1.0,1.0,1.0,1.0,8.0,10.0,10.0,10.0,10.0
face_respirator,Imagine you are Sherlock Holmes. Which face respirator would you prefer?,filtration_efficiency,filter_life,air_flow_rate,face_seal,speaking_clarity,95.0,4.0,30.0,90.0,50.0,99.99,40.0,120.0,99.9,95.0
outdoor_rug,Imagine you are Tom Sawyer. Which outdoor rug would you prefer?,water_resistance,uv_protection,thickness,stain_resistance,softness,1.0,3.0,2.0,50.0,1.0,24.0,36.0,15.0,95.0,10.0
trailer_hitch,Imagine you are a pipe organ tuner. Which trailer hitch would you prefer?,towing_capacity,tongue_weight,corrosion_resistance,ground_clearance,installation_time,2000.0,200.0,1.0,4.0,30.0,12000.0,1200.0,10.0,12.0,180.0
football,Imagine you are Anna May Wong. Which football would you prefer?,grip_quality,durability,air_retention,spiral_stability,weather_resistance,1.0,6.0,7.0,1.0,1.0,10.0,36.0,60.0,10.0,10.0
hockey_skates,Imagine you are Iron Giant. Which hockey skates would you prefer?,blade_hardness,ankle_padding_thickness,weight,heat_moldability,tongue_stiffness,54.0,5.0,650.0,5.0,1.0,62.0,20.0,1000.0,20.0,10.0
reading_lamp,Imagine you are a cricket farmer. Which reading lamp would you prefer?,max_brightness,color_temperature_range,adjustable_neck_length,base_diameter,power_cord_length,200.0,2700.0,10.0,4.0,4.0,1000.0,6500.0,30.0,12.0,12.0
mousse,Imagine you are Legolas. Which hair mousse would you prefer?,volume_boost,hold_duration,frizz_control,softness_rating,definition_enhancement,1.0,4.0,1.0,1.0,1.0,10.0,24.0,10.0,10.0,10.0
gas_grill,Imagine you are Tokugawa Ieyasu. Which gas grill would you prefer?,cooking_surface_area,number_of_burners,max_temperature,side_burner_power,warranty_length,200.0,2.0,450.0,5000.0,1.0,1000.0,6.0,700.0,15000.0,10.0
pillar_holder,Imagine you are Eleven. Which pillar candle holder would you prefer?,inner_diameter,wall_height,base_thickness,decorative_pattern_coverage,stability_rating,2.0,1.0,0.25,0.0,1.0,6.0,5.0,2.0,100.0,10.0
cookie_cutters,Imagine you are Marge Gunderson. Which set of cookie cutters would you prefer?,number_of_shapes,cutter_depth,material_thickness,shape_size,ease_of_cleaning_score,3.0,0.75,0.3,1.5,1.0,24.0,2.5,1.5,6.0,10.0
card_reader,Imagine you are Hatshepsut. Which memory card reader would you prefer?,read_speed,number_of_slots,cable_length,build_quality,warranty_length,10.0,1.0,4.0,1.0,3.0,300.0,8.0,36.0,10.0,36.0
wallet,Imagine you are Okonkwo. Which wallet would you prefer?,card_capacity,thickness,durability_rating,water_resistance,rfid_blocking_effectiveness,4.0,5.0,1.0,5.0,0.0,20.0,30.0,10.0,120.0,100.0
super_glue,Imagine you are Liz Lemon. Which super glue would you prefer?,drying_time,bond_strength,working_time,temperature_resistance,shelf_life,5.0,1000.0,10.0,150.0,6.0,60.0,4000.0,120.0,300.0,24.0
nasal_spray,Imagine you are Alexandria Ocasio-Cortez. Which nasal spray would you prefer?,duration_of_effect,onset_speed,spray_volume,doses_per_container,shelf_life,4.0,1.0,10.0,60.0,12.0,24.0,30.0,50.0,240.0,36.0
air_fryer,Imagine you are Doctor Doom. Which air fryer would you prefer?,capacity,temperature_range,preheat_time,noise_level,warranty_length,2.0,170.0,2.0,50.0,1.0,8.0,400.0,5.0,70.0,3.0
outdoor_heater,Imagine you are Haile Selassie. Which outdoor patio heater would you prefer?,heating_radius,heat_output,tank_runtime,height,wind_resistance,5.0,10000.0,6.0,60.0,5.0,20.0,50000.0,24.0,90.0,20.0
basketball,Imagine you are Andy Dufresne. Which basketball would you prefer?,grip_quality,bounce_consistency,durability,weight,air_retention,1.0,1.0,3.0,20.0,7.0,10.0,10.0,24.0,22.0,60.0
phone_mount,Imagine you are Jesse Owens. Which car phone mount would you prefer?,arm_length,grip_strength,adjustment_angles,vibration_dampening,max_phone_width,4.0,2.0,90.0,50.0,60.0,12.0,10.0,360.0,95.0,120.0
luggage_set,Imagine you are Vincent van Gogh. Which luggage set would you prefer?,total_capacity,wheel_diameter,handle_extension,scratch_resistance,number_of_pieces,150.0,2.0,15.0,3.0,2.0,400.0,4.0,30.0,9.0,5.0
shovel,Imagine you are Bart Simpson. Which digging shovel would you prefer?,handle_length,blade_width,weight,grip_comfort,durability_rating,36.0,6.0,3.0,1.0,1.0,60.0,12.0,8.0,10.0,10.0
pulse_oximeter,Imagine you are Voldemort. Which pulse oximeter would you prefer?,reading_time,battery_duration,display_brightness,memory_storage,finger_comfort,5.0,12.0,100.0,10.0,1.0,30.0,48.0,500.0,100.0,10.0
boombox,Imagine you are Jack Harlow. Which boombox would you prefer?,battery_life,speaker_power,bluetooth_range,weight,water_resistance_rating,4.0,10.0,30.0,3.0,4.0,24.0,100.0,150.0,15.0,7.0
pacifier,Imagine you are Queen Matilda of Flanders. Which pacifier would you prefer for your baby?,nipple_length,shield_width,durability_rating,ease_of_cleaning,grip_comfort,8.0,40.0,1.0,1.0,1.0,16.0,55.0,6.0,10.0,10.0
pet_food,Imagine you are Zaha Hadid. Which pet food would you prefer?,protein_content,digestibility_score,ingredient_quality_score,shelf_life,palatability_rating,20.0,1.0,1.0,3.0,1.0,50.0,10.0,10.0,24.0,10.0
3d_printer_enclosure,Imagine you are Rita Levi-Montalcini. Which 3D printer enclosure would you prefer?,interior_volume,noise_reduction,heat_retention,assembly_time,ventilation_rate,2.0,10.0,5.0,15.0,2.0,15.0,40.0,30.0,180.0,20.0
crib,Imagine you are Al-Khwarizmi. Which crib would you prefer?,mattress_height_settings,mattress_support_strength,side_height,slat_spacing,conversion_options,2.0,35.0,36.0,1.75,1.0,6.0,65.0,54.0,2.75,4.0
smoke_mask,Imagine you are Archie Bunker. Which smoke mask would you prefer?,filter_efficiency,wear_time,breathability_rating,seal_effectiveness,comfort_rating,95.0,4.0,30.0,85.0,1.0,99.97,24.0,100.0,99.0,8.0
instant_pot,Imagine you are Al-Jahiz. Which multi-cooker would you prefer?,capacity,number_of_functions,display_size,warranty_length,preheat_time,3.0,6.0,2.0,1.0,5.0,8.0,14.0,6.0,5.0,15.0
case_fan,Imagine you are Queen Ankhesenamun. Which case fan would you prefer?,airflow_rate,noise_level,static_pressure,lifespan,rgb_brightness,30.0,10.0,0.5,30000.0,0.0,120.0,35.0,4.0,150000.0,500.0
door,Imagine you are Padma Lakshmi. Which front door would you prefer?,insulation_value,sound_reduction,impact_resistance,width,height,2.0,20.0,100.0,30.0,78.0,8.0,35.0,500.0,42.0,96.0
correction_tape,Imagine you are Martin Crane. Which correction tape would you prefer?,tape_length,tape_width,coverage_opacity,ease_of_application,rewritability_time,6.0,4.0,90.0,1.0,0.0,20.0,8.0,100.0,10.0,10.0
thermal_paste,Imagine you are Jerry Seinfeld. Which thermal paste would you prefer?,thermal_conductivity,ease_of_application,durability,cure_time,electrical_conductivity,4.0,1.0,2.0,0.0,0.0,15.0,10.0,8.0,200.0,1.0
drawing_pad,Imagine you are Katniss Everdeen. Which drawing pad would you prefer?,paper_weight,sheet_size,paper_smoothness,paper_opacity,number_of_sheets,70.0,64.0,20.0,85.0,24.0,300.0,400.0,200.0,100.0,100.0
shower_liner,Imagine you are Vladimir Putin. Which shower liner would you prefer?,thickness,antimicrobial_protection,water_repellency,liner_height,liner_width,0.08,0.0,70.0,70.0,70.0,0.25,24.0,100.0,96.0,108.0
charcoal_grill,Imagine you are Satya Nadella. Which charcoal grill would you prefer?,cooking_surface_area,total_height,ash_pan_capacity,vent_count,wheel_diameter,150.0,24.0,2.0,1.0,4.0,800.0,48.0,8.0,4.0,10.0
dry_erase_calendar,Imagine you are Tyrion Lannister. Which dry erase wall calendar would you prefer?,board_size,grid_box_size,notes_section_size,marker_storage_capacity,eraser_surface_area,144.0,6.0,0.0,0.0,0.0,900.0,36.0,200.0,8.0,16.0
thermos,Imagine you are Ching Shih. Which thermos would you prefer?,capacity,heat_retention,weight_empty,leak_resistance,durability,12.0,6.0,8.0,0.0,2.0,64.0,24.0,32.0,10.0,8.0
mirrorless_camera,Imagine you are Mwindo. Which mirrorless camera would you prefer?,sensor_resolution,continuous_shooting_speed,battery_life,evf_resolution,weight,16.0,5.0,300.0,2.0,300.0,60.0,30.0,1000.0,9.0,800.0
mahjong_set,Imagine you are Ibn Taymiyyah. Which mahjong set would you prefer?,tile_thickness,tile_weight,case_durability,character_visibility,noise_dampening,8.0,12.0,2.0,1.0,0.0,20.0,25.0,15.0,6.0,15.0
sectional,Imagine you are Queen Teuta. Which sectional sofa would you prefer?,seating_capacity,seat_depth,cushion_firmness,configuration_options,fabric_stain_resistance,4.0,21.0,1.0,2.0,1.0,8.0,30.0,10.0,8.0,10.0
embossing_powder,Imagine you are Paul Dirac. Which embossing powder would you prefer?,particle_size,melting_point,coverage_area,gloss_level,detail_retention,10.0,90.0,0.1,0.0,70.0,100.0,150.0,1.0,100.0,100.0
bodyboard,Imagine you are Shrek. Which bodyboard would you prefer?,board_length,board_width,core_density,flex_rating,rocker_angle,37.0,19.0,2.0,1.0,5.0,45.0,23.0,6.0,10.0,20.0
poker_table,Imagine you are Tāne Mahuta. Which poker table would you prefer for home use?,table_length,padding_thickness,seating_capacity,felt_quality_rating,cup_holder_depth,72.0,1.0,6.0,1.0,2.0,108.0,4.0,10.0,10.0,4.0
safety_gate,Imagine you are Mary Jane Watson. Which baby safety gate would you prefer?,width_range,height,opening_width,setup_time,weight_capacity,24.0,28.0,16.0,5.0,25.0,72.0,36.0,24.0,30.0,200.0
water_filter,Imagine you are Tūmatauenga. Which portable water filter would you prefer for backpacking?,flow_rate,filter_life,weight,bacteria_removal,backflush_cycles,0.5,1000.0,2.0,99.9,50.0,3.0,4000.0,16.0,99.9999,500.0
punching_bag,Imagine you are an oceanographer. Which punching bag would you prefer?,weight,length,filling_density,shock_absorption,durability_rating,50.0,36.0,1.0,1.0,1.0,200.0,72.0,10.0,10.0,10.0
van,Imagine you are Tu Youyou. Which van would you prefer?,cargo_capacity,passenger_capacity,fuel_efficiency,towing_capacity,turning_radius,200.0,8.0,15.0,3500.0,15.0,500.0,15.0,25.0,10000.0,25.0
coffeemaker,Imagine you are Megan Rapinoe. Which drip coffee maker would you prefer?,brewing_speed,capacity,warming_plate_duration,programmable_delay,filter_life,5.0,4.0,0.0,0.0,1.0,15.0,14.0,4.0,24.0,12.0
fertility_monitor,Imagine you are a sound designer. Which fertility monitor would you prefer?,battery_life,hormone_detection_accuracy,test_strip_storage_capacity,data_storage_duration,display_size,1.0,90.0,1.0,1.0,4.0,12.0,99.9,20.0,24.0,16.0
bidet,Imagine you are Madame Bovary. Which bidet would you prefer?,water_temperature_range,nozzle_positions,water_pressure_levels,seat_heat_levels,drying_power,65.0,3.0,3.0,3.0,200.0,105.0,7.0,8.0,5.0,1400.0
car_wax,Imagine you are Renfield. Which car wax would you prefer?,durability,shine_rating,application_time,water_beading_effectiveness,uv_protection,2.0,1.0,15.0,30.0,3.0,12.0,10.0,120.0,180.0,24.0
paint_palette,Imagine you are Tony Stark. Which paint palette would you prefer?,mixing_area,number_of_wells,well_depth,water_resistance,palette_thickness,100.0,6.0,5.0,1.0,2.0,1000.0,48.0,30.0,24.0,15.0
cordless_vacuum,Imagine you are Queen Semiramis. Which cordless vacuum would you prefer?,suction_power,runtime,dust_bin_capacity,weight,noise_level,50.0,15.0,0.3,2.5,65.0,200.0,60.0,1.5,7.0,85.0
gouache_paints,Imagine you are Lester Burnham. Which gouache paint set would you prefer?,pigment_concentration,color_count,reactivation_ease,opacity_rating,lightfastness_rating,0.2,12.0,5.0,75.0,5.0,0.8,48.0,30.0,98.0,25.0
baby_swing,Imagine you are Susanoo. Which baby swing would you prefer?,swing_speeds,swing_arc,battery_life,weight_capacity,music_options,3.0,30.0,8.0,15.0,3.0,10.0,90.0,40.0,35.0,16.0
protein_bar,Imagine you are Mary Richards. Which protein bar would you prefer?,protein_content,fiber_content,calories,sugar_content,bar_size,10.0,1.0,180.0,1.0,45.0,30.0,15.0,400.0,20.0,85.0
turtle,Imagine you are Mark Zuckerberg. Which pet turtle would you prefer?,life_expectancy,adult_shell_length,basking_time,swimming_ability,activity_level,20.0,4.0,2.0,0.0,4.0,100.0,24.0,8.0,5.0,12.0
guided_tour,Imagine you are Spider-Man. Which guided tour would you prefer?,tour_duration,walking_distance,historical_sites,guide_expertise,group_size,1.0,0.5,3.0,1.0,4.0,6.0,5.0,15.0,20.0,25.0
pearl_earrings,Imagine you are Florence Nightingale. Which pearl earrings would you prefer?,pearl_size,luster_rating,surface_quality,weight,color_intensity,4.0,1.0,1.0,1.0,1.0,12.0,10.0,10.0,5.0,10.0
taxi_service,Imagine you are Yakov Bok. Which taxi service would you prefer?,wait_time,driver_rating,vehicle_age,customer_support_response_time,route_flexibility,2.0,3.0,0.0,1.0,0.0,30.0,5.0,10.0,30.0,5.0
coupe,Imagine you are Lily Bart. Which coupe would you prefer?,acceleration,fuel_efficiency,trunk_space,headroom,sound_insulation,3.0,20.0,8.0,35.0,65.0,8.0,40.0,16.0,42.0,75.0
apartment,Imagine you are Queen Nefru. Which apartment would you prefer?,square_footage,natural_light,distance_to_subway,noise_level,ceiling_height,500.0,2.0,1.0,30.0,8.0,2000.0,12.0,30.0,70.0,14.0
palette_knife,Imagine you are Tracy Flick. Which palette knife would you prefer?,blade_length,handle_length,blade_flexibility,blade_thickness,grip_diameter,1.0,3.0,5.0,0.5,6.0,6.0,8.0,45.0,3.0,20.0
life_jacket,Imagine you are Ally McBeal. Which life jacket would you prefer?,buoyancy_rating,weight_capacity,breathability,mobility_rating,drying_time,50.0,30.0,500.0,90.0,1.0,275.0,350.0,2000.0,180.0,8.0
quilting_fabric,Imagine you are Ted Mosby. Which quilting fabric would you prefer?,thread_count,fabric_weight,color_fastness,wrinkle_resistance,fabric_softness,60.0,100.0,70.0,1.0,1.0,200.0,250.0,98.0,10.0,10.0
chest_freezer,Imagine you are Dorothea Brooke. Which chest freezer would you prefer?,storage_capacity,energy_efficiency,lid_opening_force,basket_count,temperature_recovery,5.0,200.0,3.0,1.0,5.0,25.0,500.0,12.0,6.0,20.0
pumps,Imagine you are Atticus Finch. Which pair of pump shoes would you prefer?,heel_height,toe_point_length,insole_padding,heel_width,vamp_height,1.5,10.0,2.0,6.0,40.0,4.0,40.0,12.0,15.0,70.0
dumbbell,Imagine you are Count Dracula. Which dumbbell would you prefer?,grip_length,handle_knurling_coverage,grip_diameter,end_cap_security,rust_resistance,4.0,50.0,25.0,1.0,2.0,7.0,100.0,35.0,10.0,15.0
toilet_paper,Imagine you are Claude Monet. Which toilet paper would you prefer?,ply_count,sheet_width,sheets_per_roll,roll_diameter,absorption_rating,1.0,3.5,200.0,4.0,4.0,4.0,4.5,1000.0,7.0,12.0
water_test_kit,Imagine you are Superman. Which water testing kit would you prefer?,number_of_contaminants,result_time,shelf_life,accuracy_percentage,number_of_tests,5.0,1.0,6.0,90.0,1.0,100.0,120.0,36.0,99.9,50.0
dress_form,Imagine you are Gustav Holst. Which dress form would you prefer?,height_adjustment_range,number_of_adjustment_points,pin_penetration_depth,wheel_smoothness,surface_durability,12.0,8.0,10.0,0.5,2.0,36.0,24.0,30.0,5.0,15.0
epoxy_resin,Imagine you are Omar Little. Which epoxy resin would you prefer?,working_time,cure_time,hardness,uv_resistance,clarity,10.0,4.0,70.0,1.0,1.0,60.0,72.0,90.0,10.0,10.0
table,Imagine you are Grace Hopper. Which dining table would you prefer?,seating_capacity,table_length,table_width,expandability,surface_scratch_resistance,2.0,36.0,24.0,0.0,1.0,12.0,108.0,48.0,36.0,10.0
glue_gun,Imagine you are Grendel. Which glue gun would you prefer?,heat_up_time,glue_flow_rate,max_temperature,cord_length,trigger_force,10.0,5.0,250.0,3.0,2.0,120.0,25.0,400.0,10.0,10.0
ottoman,Imagine you are Sundar Pichai. Which ottoman would you prefer?,height,surface_area,storage_capacity,cushion_firmness,weight_capacity,12.0,200.0,0.0,1.0,200.0,24.0,900.0,4.0,10.0,500.0
extension_cord,Imagine you are Austin Powers. Which extension cord would you prefer?,cord_length,max_amperage,wire_gauge,flexibility_rating,weather_resistance,3.0,10.0,8.0,1.0,32.0,100.0,20.0,16.0,6.0,140.0
